dates,loc_id,prd_id,actuals_qty,prd_price,currency_id
7/1/2023,10011,VBFGT1,3,12,1
7/1/2023,10001,VBFGT2,2,18,1
7/1/2023,10002,VBFGT2,1,18,1
7/1/2023,10003,VBFGT2,2,18,1
7/1/2023,10004,VBFGT2,6,18,1
7/1/2023,10005,VBFGT2,2,18,1
7/1/2023,10006,VBFGT2,5,18,1
7/1/2023,10007,VBFGT2,5,18,1
7/1/2023,10008,VBFGT2,3,18,1
7/1/2023,10009,VBFGT2,0,18,1
7/1/2023,10010,VBFGT2,4,18,1
7/1/2023,10011,VBFGT2,2,18,1
7/1/2023,10001,SQFCJ1,8,"8,5",1
7/1/2023,10002,SQFCJ1,12,"8,5",1
7/1/2023,10003,SQFCJ1,3,"8,5",1
7/1/2023,10004,SQFCJ1,9,"8,5",1
7/1/2023,10005,SQFCJ1,8,"8,5",1
7/1/2023,10006,SQFCJ1,8,"8,5",1
7/1/2023,10007,SQFCJ1,8,"8,5",1
7/1/2023,10008,SQFCJ1,7,"8,5",1
7/1/2023,10009,SQFCJ1,11,"8,5",1
7/1/2023,10010,SQFCJ1,13,"8,5",1
7/1/2023,10011,SQFCJ1,7,"8,5",1
7/1/2023,10001,SQFCJ2,7,"5,5",1
7/1/2023,10002,SQFCJ2,18,"5,5",1
7/1/2023,10003,SQFCJ2,15,"5,5",1
7/1/2023,10004,SQFCJ2,8,"5,5",1
7/1/2023,10005,SQFCJ2,13,"5,5",1
7/1/2023,10006,SQFCJ2,12,"5,5",1
7/1/2023,10007,SQFCJ2,18,"5,5",1
7/1/2023,10008,SQFCJ2,15,"5,5",1
7/1/2023,10009,SQFCJ2,10,"5,5",1
7/1/2023,10010,SQFCJ2,11,"5,5",1
7/1/2023,10011,SQFCJ2,14,"5,5",1
7/1/2023,10001,SQFCJ3,8,12,1
7/1/2023,10002,SQFCJ3,10,12,1
7/1/2023,10003,SQFCJ3,7,12,1
7/1/2023,10004,SQFCJ3,6,12,1
7/1/2023,10005,SQFCJ3,2,12,1
7/1/2023,10006,SQFCJ3,5,12,1
7/1/2023,10007,SQFCJ3,8,12,1
7/1/2023,10008,SQFCJ3,8,12,1
7/1/2023,10009,SQFCJ3,9,12,1
7/1/2023,10010,SQFCJ3,12,12,1
7/1/2023,10011,SQFCJ3,6,12,1
7/1/2023,10001,SQFCJ4,1,18,1
7/1/2023,10002,SQFCJ4,3,18,1
7/1/2023,10003,SQFCJ4,9,18,1
7/1/2023,10004,SQFCJ4,8,18,1
7/1/2023,10005,SQFCJ4,2,18,1
7/1/2023,10006,SQFCJ4,2,18,1
7/1/2023,10007,SQFCJ4,5,18,1
7/1/2023,10008,SQFCJ4,5,18,1
7/1/2023,10009,SQFCJ4,3,18,1
7/1/2023,10010,SQFCJ4,4,18,1
7/1/2023,10011,SQFCJ4,5,18,1
7/1/2023,10001,CVINS1,10,"8,5",1
7/1/2023,10002,CVINS1,7,"8,5",1
7/1/2023,10003,CVINS1,9,"8,5",1
7/1/2023,10004,CVINS1,7,"8,5",1
7/1/2023,10005,CVINS1,10,"8,5",1
7/1/2023,10006,CVINS1,14,"8,5",1
7/1/2023,10007,CVINS1,10,"8,5",1
7/1/2023,10008,CVINS1,6,"8,5",1
7/1/2023,10009,CVINS1,9,"8,5",1
7/1/2023,10010,CVINS1,9,"8,5",1
7/1/2023,10011,CVINS1,10,"8,5",1
7/1/2023,10001,CVINS2,14,"6,5",1
7/1/2023,10002,CVINS2,9,"6,5",1
7/1/2023,10003,CVINS2,12,"6,5",1
7/1/2023,10004,CVINS2,12,"6,5",1
7/1/2023,10005,CVINS2,9,"6,5",1
7/1/2023,10006,CVINS2,7,"6,5",1
7/1/2023,10007,CVINS2,13,"6,5",1
7/1/2023,10008,CVINS2,12,"6,5",1
7/1/2023,10009,CVINS2,8,"6,5",1
7/1/2023,10010,CVINS2,10,"6,5",1
7/1/2023,10011,CVINS2,11,"6,5",1
7/8/2023,10001,VSHJX3,56,2,1
7/8/2023,10002,VSHJX3,76,2,1
7/8/2023,10003,VSHJX3,70,2,1
7/8/2023,10004,VSHJX3,58,2,1
7/8/2023,10005,VSHJX3,72,2,1
7/8/2023,10006,VSHJX3,87,2,1
7/8/2023,10007,VSHJX3,67,2,1
7/8/2023,10008,VSHJX3,70,2,1
7/8/2023,10009,VSHJX3,67,2,1
7/8/2023,10010,VSHJX3,71,2,1
7/8/2023,10011,VSHJX3,73,2,1
7/8/2023,10001,VSHJX4,64,"2,9",1
7/8/2023,10002,VSHJX4,59,"2,9",1
7/8/2023,10003,VSHJX4,58,"2,9",1
7/8/2023,10004,VSHJX4,60,"2,9",1
7/8/2023,10005,VSHJX4,49,"2,9",1
7/8/2023,10006,VSHJX4,57,"2,9",1
7/8/2023,10007,VSHJX4,72,"2,9",1
7/8/2023,10008,VSHJX4,75,"2,9",1
7/8/2023,10009,VSHJX4,58,"2,9",1
7/8/2023,10010,VSHJX4,56,"2,9",1
7/8/2023,10011,VSHJX4,47,"2,9",1
7/8/2023,10001,MNFGK2,51,"2,9",1
7/8/2023,10002,MNFGK2,56,"2,9",1
7/8/2023,10003,MNFGK2,54,"2,9",1
7/8/2023,10004,MNFGK2,56,"2,9",1
7/8/2023,10005,MNFGK2,61,"2,9",1
7/8/2023,10006,MNFGK2,59,"2,9",1
7/8/2023,10007,MNFGK2,65,"2,9",1
7/8/2023,10008,MNFGK2,48,"2,9",1
7/8/2023,10009,MNFGK2,56,"2,9",1
7/8/2023,10010,MNFGK2,68,"2,9",1
7/8/2023,10011,MNFGK2,54,"2,9",1
7/8/2023,10001,BNFJY5,82,"2,5",1
7/8/2023,10002,BNFJY5,61,"2,5",1
7/8/2023,10003,BNFJY5,95,"2,5",1
7/8/2023,10004,BNFJY5,57,"2,5",1
7/8/2023,10005,BNFJY5,48,"2,5",1
7/8/2023,10006,BNFJY5,56,"2,5",1
7/8/2023,10007,BNFJY5,61,"2,5",1
7/8/2023,10008,BNFJY5,69,"2,5",1
7/8/2023,10009,BNFJY5,49,"2,5",1
7/8/2023,10010,BNFJY5,57,"2,5",1
7/8/2023,10011,BNFJY5,76,"2,5",1
7/8/2023,10001,DFRHD6,73,"4,5",1
7/8/2023,10002,DFRHD6,69,"4,5",1
7/8/2023,10003,DFRHD6,62,"4,5",1
7/8/2023,10004,DFRHD6,59,"4,5",1
7/8/2023,10005,DFRHD6,69,"4,5",1
7/8/2023,10006,DFRHD6,62,"4,5",1
7/8/2023,10007,DFRHD6,70,"4,5",1
7/8/2023,10008,DFRHD6,66,"4,5",1
7/8/2023,10009,DFRHD6,70,"4,5",1
7/8/2023,10010,DFRHD6,57,"4,5",1
7/8/2023,10011,DFRHD6,65,"4,5",1
7/8/2023,10001,ERKYE7,45,"2,9",1
7/8/2023,10002,ERKYE7,53,"2,9",1
7/8/2023,10003,ERKYE7,53,"2,9",1
7/8/2023,10004,ERKYE7,59,"2,9",1
7/8/2023,10005,ERKYE7,42,"2,9",1
7/8/2023,10006,ERKYE7,58,"2,9",1
7/8/2023,10007,ERKYE7,49,"2,9",1
7/8/2023,10008,ERKYE7,51,"2,9",1
7/8/2023,10009,ERKYE7,70,"2,9",1
7/8/2023,10010,ERKYE7,77,"2,9",1
7/8/2023,10011,ERKYE7,53,"2,9",1
7/8/2023,10001,DWQW8,83,"2,9",1
7/8/2023,10002,DWQW8,100,"2,9",1
7/8/2023,10003,DWQW8,97,"2,9",1
7/8/2023,10004,DWQW8,90,"2,9",1
7/8/2023,10005,DWQW8,124,"2,9",1
7/8/2023,10006,DWQW8,89,"2,9",1
7/8/2023,10007,DWQW8,79,"2,9",1
7/8/2023,10008,DWQW8,83,"2,9",1
7/8/2023,10009,DWQW8,87,"2,9",1
7/8/2023,10010,DWQW8,88,"2,9",1
7/8/2023,10011,DWQW8,86,"2,9",1
7/8/2023,10001,DFRGV9,63,"4,5",1
7/8/2023,10002,DFRGV9,72,"4,5",1
7/8/2023,10003,DFRGV9,70,"4,5",1
7/8/2023,10004,DFRGV9,87,"4,5",1
7/8/2023,10005,DFRGV9,83,"4,5",1
7/8/2023,10006,DFRGV9,62,"4,5",1
7/8/2023,10007,DFRGV9,61,"4,5",1
7/8/2023,10008,DFRGV9,54,"4,5",1
7/8/2023,10009,DFRGV9,68,"4,5",1
7/8/2023,10010,DFRGV9,76,"4,5",1
7/8/2023,10011,DFRGV9,68,"4,5",1
7/8/2023,10001,WSDCV3,19,"6,5",1
7/8/2023,10002,WSDCV3,18,"6,5",1
7/8/2023,10003,WSDCV3,21,"6,5",1
7/8/2023,10004,WSDCV3,27,"6,5",1
7/8/2023,10005,WSDCV3,18,"6,5",1
7/8/2023,10006,WSDCV3,23,"6,5",1
7/8/2023,10007,WSDCV3,18,"6,5",1
7/8/2023,10008,WSDCV3,26,"6,5",1
7/8/2023,10009,WSDCV3,17,"6,5",1
7/8/2023,10010,WSDCV3,13,"6,5",1
7/8/2023,10011,WSDCV3,20,"6,5",1
7/8/2023,10001,LKUQW1,7,10,1
7/8/2023,10002,LKUQW1,8,10,1
7/8/2023,10003,LKUQW1,7,10,1
7/8/2023,10004,LKUQW1,12,10,1
7/8/2023,10005,LKUQW1,11,10,1
7/8/2023,10006,LKUQW1,13,10,1
7/8/2023,10007,LKUQW1,11,10,1
7/8/2023,10008,LKUQW1,9,10,1
7/8/2023,10009,LKUQW1,10,10,1
7/8/2023,10010,LKUQW1,8,10,1
7/8/2023,10011,LKUQW1,9,10,1
7/8/2023,10001,LKUQW2,8,"7,5",1
7/8/2023,10002,LKUQW2,9,"7,5",1
7/8/2023,10003,LKUQW2,17,"7,5",1
7/8/2023,10004,LKUQW2,12,"7,5",1
7/8/2023,10005,LKUQW2,13,"7,5",1
7/8/2023,10006,LKUQW2,9,"7,5",1
7/8/2023,10007,LKUQW2,16,"7,5",1
7/8/2023,10008,LKUQW2,11,"7,5",1
7/8/2023,10009,LKUQW2,10,"7,5",1
7/8/2023,10010,LKUQW2,6,"7,5",1
7/8/2023,10011,LKUQW2,13,"7,5",1
7/8/2023,10001,ZDSGJ1,6,18,1
7/8/2023,10002,ZDSGJ1,7,18,1
7/8/2023,10003,ZDSGJ1,1,18,1
7/8/2023,10004,ZDSGJ1,5,18,1
7/8/2023,10005,ZDSGJ1,6,18,1
7/8/2023,10006,ZDSGJ1,2,18,1
7/8/2023,10007,ZDSGJ1,5,18,1
7/8/2023,10008,ZDSGJ1,4,18,1
7/8/2023,10009,ZDSGJ1,4,18,1
7/8/2023,10010,ZDSGJ1,5,18,1
7/8/2023,10011,ZDSGJ1,4,18,1
7/8/2023,10001,ZDSGJ2,4,"12,5",1
7/8/2023,10002,ZDSGJ2,6,"12,5",1
7/8/2023,10003,ZDSGJ2,4,"12,5",1
7/8/2023,10004,ZDSGJ2,9,"12,5",1
7/8/2023,10005,ZDSGJ2,4,"12,5",1
7/8/2023,10006,ZDSGJ2,2,"12,5",1
7/8/2023,10007,ZDSGJ2,5,"12,5",1
7/8/2023,10008,ZDSGJ2,8,"12,5",1
7/8/2023,10009,ZDSGJ2,2,"12,5",1
7/8/2023,10010,ZDSGJ2,8,"12,5",1
7/8/2023,10011,ZDSGJ2,2,"12,5",1
7/8/2023,10001,ZDSGJ3,10,"5,5",1
7/8/2023,10002,ZDSGJ3,21,"5,5",1
7/8/2023,10003,ZDSGJ3,15,"5,5",1
7/8/2023,10004,ZDSGJ3,19,"5,5",1
7/8/2023,10005,ZDSGJ3,8,"5,5",1
7/8/2023,10006,ZDSGJ3,15,"5,5",1
7/8/2023,10007,ZDSGJ3,14,"5,5",1
7/8/2023,10008,ZDSGJ3,20,"5,5",1
7/8/2023,10009,ZDSGJ3,13,"5,5",1
7/8/2023,10010,ZDSGJ3,15,"5,5",1
7/8/2023,10011,ZDSGJ3,11,"5,5",1
7/8/2023,10001,ZDSGJ4,10,6,1
7/8/2023,10002,ZDSGJ4,16,6,1
7/8/2023,10003,ZDSGJ4,10,6,1
7/8/2023,10004,ZDSGJ4,17,6,1
7/8/2023,10005,ZDSGJ4,13,6,1
7/8/2023,10006,ZDSGJ4,5,6,1
7/8/2023,10007,ZDSGJ4,10,6,1
7/8/2023,10008,ZDSGJ4,11,6,1
7/8/2023,10009,ZDSGJ4,15,6,1
7/8/2023,10010,ZDSGJ4,17,6,1
7/8/2023,10011,ZDSGJ4,13,6,1
7/8/2023,10001,VBFGT1,4,12,1
7/8/2023,10002,VBFGT1,4,12,1
7/8/2023,10003,VBFGT1,2,12,1
7/8/2023,10004,VBFGT1,4,12,1
7/8/2023,10005,VBFGT1,3,12,1
7/8/2023,10006,VBFGT1,2,12,1
7/8/2023,10007,VBFGT1,6,12,1
7/8/2023,10008,VBFGT1,4,12,1
7/8/2023,10009,VBFGT1,8,12,1
7/8/2023,10010,VBFGT1,6,12,1
7/8/2023,10011,VBFGT1,2,12,1
7/8/2023,10001,VBFGT2,1,18,1
7/8/2023,10002,VBFGT2,1,18,1
7/8/2023,10003,VBFGT2,5,18,1
7/8/2023,10004,VBFGT2,4,18,1
7/8/2023,10005,VBFGT2,3,18,1
7/8/2023,10006,VBFGT2,3,18,1
7/8/2023,10007,VBFGT2,2,18,1
7/8/2023,10008,VBFGT2,4,18,1
7/8/2023,10009,VBFGT2,1,18,1
7/8/2023,10010,VBFGT2,8,18,1
7/8/2023,10011,VBFGT2,3,18,1
7/8/2023,10001,SQFCJ1,14,"8,5",1
7/8/2023,10002,SQFCJ1,10,"8,5",1
7/8/2023,10003,SQFCJ1,9,"8,5",1
7/8/2023,10004,SQFCJ1,10,"8,5",1
7/8/2023,10005,SQFCJ1,11,"8,5",1
7/8/2023,10006,SQFCJ1,5,"8,5",1
7/8/2023,10007,SQFCJ1,0,"8,5",1
7/8/2023,10008,SQFCJ1,13,"8,5",1
7/8/2023,10009,SQFCJ1,10,"8,5",1
7/8/2023,10010,SQFCJ1,12,"8,5",1
7/8/2023,10011,SQFCJ1,7,"8,5",1
7/8/2023,10001,SQFCJ2,12,"5,5",1
7/8/2023,10002,SQFCJ2,17,"5,5",1
7/8/2023,10003,SQFCJ2,15,"5,5",1
7/8/2023,10004,SQFCJ2,13,"5,5",1
7/8/2023,10005,SQFCJ2,7,"5,5",1
7/8/2023,10006,SQFCJ2,16,"5,5",1
7/8/2023,10007,SQFCJ2,12,"5,5",1
7/8/2023,10008,SQFCJ2,9,"5,5",1
7/8/2023,10009,SQFCJ2,11,"5,5",1
7/8/2023,10010,SQFCJ2,15,"5,5",1
7/8/2023,10011,SQFCJ2,7,"5,5",1
7/8/2023,10001,SQFCJ3,5,12,1
7/8/2023,10002,SQFCJ3,8,12,1
7/8/2023,10003,SQFCJ3,11,12,1
7/8/2023,10004,SQFCJ3,6,12,1
7/8/2023,10005,SQFCJ3,5,12,1
7/8/2023,10006,SQFCJ3,4,12,1
7/8/2023,10007,SQFCJ3,4,12,1
7/8/2023,10008,SQFCJ3,6,12,1
7/8/2023,10009,SQFCJ3,6,12,1
7/8/2023,10010,SQFCJ3,7,12,1
7/8/2023,10011,SQFCJ3,6,12,1
7/8/2023,10001,SQFCJ4,5,18,1
7/8/2023,10002,SQFCJ4,5,18,1
7/8/2023,10003,SQFCJ4,4,18,1
7/8/2023,10004,SQFCJ4,4,18,1
7/8/2023,10005,SQFCJ4,4,18,1
7/8/2023,10006,SQFCJ4,2,18,1
7/8/2023,10007,SQFCJ4,7,18,1
7/8/2023,10008,SQFCJ4,3,18,1
7/8/2023,10009,SQFCJ4,3,18,1
7/8/2023,10010,SQFCJ4,4,18,1
7/8/2023,10011,SQFCJ4,11,18,1
7/8/2023,10001,CVINS1,8,"8,5",1
7/8/2023,10002,CVINS1,7,"8,5",1
7/8/2023,10003,CVINS1,9,"8,5",1
7/8/2023,10004,CVINS1,11,"8,5",1
7/8/2023,10005,CVINS1,5,"8,5",1
7/8/2023,10006,CVINS1,6,"8,5",1
7/8/2023,10007,CVINS1,12,"8,5",1
7/8/2023,10008,CVINS1,6,"8,5",1
7/8/2023,10009,CVINS1,7,"8,5",1
7/8/2023,10010,CVINS1,4,"8,5",1
7/8/2023,10011,CVINS1,13,"8,5",1
7/8/2023,10001,CVINS2,5,"6,5",1
7/8/2023,10002,CVINS2,12,"6,5",1
7/8/2023,10003,CVINS2,5,"6,5",1
7/8/2023,10004,CVINS2,15,"6,5",1
7/8/2023,10005,CVINS2,10,"6,5",1
7/8/2023,10006,CVINS2,17,"6,5",1
7/8/2023,10007,CVINS2,14,"6,5",1
7/8/2023,10008,CVINS2,13,"6,5",1
7/8/2023,10009,CVINS2,10,"6,5",1
7/8/2023,10010,CVINS2,15,"6,5",1
7/8/2023,10011,CVINS2,13,"6,5",1
7/15/2023,10001,VSHJX3,740,2,1
7/15/2023,10002,VSHJX3,890,2,1
7/15/2023,10003,VSHJX3,830,2,1
7/15/2023,10004,VSHJX3,740,2,1
7/15/2023,10005,VSHJX3,740,2,1
7/15/2023,10006,VSHJX3,720,2,1
7/15/2023,10007,VSHJX3,840,2,1
7/15/2023,10008,VSHJX3,660,2,1
7/15/2023,10009,VSHJX3,680,2,1
7/15/2023,10010,VSHJX3,750,2,1
7/15/2023,10011,VSHJX3,730,2,1
7/15/2023,10001,VSHJX4,620,"2,9",1
7/15/2023,10002,VSHJX4,650,"2,9",1
7/15/2023,10003,VSHJX4,740,"2,9",1
7/15/2023,10004,VSHJX4,530,"2,9",1
7/15/2023,10005,VSHJX4,490,"2,9",1
7/15/2023,10006,VSHJX4,480,"2,9",1
7/15/2023,10007,VSHJX4,650,"2,9",1
7/15/2023,10008,VSHJX4,640,"2,9",1
7/15/2023,10009,VSHJX4,530,"2,9",1
7/15/2023,10010,VSHJX4,530,"2,9",1
7/15/2023,10011,VSHJX4,500,"2,9",1
7/15/2023,10001,MNFGK2,630,"2,9",1
7/15/2023,10002,MNFGK2,490,"2,9",1
7/15/2023,10003,MNFGK2,550,"2,9",1
7/15/2023,10004,MNFGK2,510,"2,9",1
7/15/2023,10005,MNFGK2,770,"2,9",1
7/15/2023,10006,MNFGK2,410,"2,9",1
7/15/2023,10007,MNFGK2,540,"2,9",1
7/15/2023,10008,MNFGK2,390,"2,9",1
7/15/2023,10009,MNFGK2,470,"2,9",1
7/15/2023,10010,MNFGK2,570,"2,9",1
7/15/2023,10011,MNFGK2,480,"2,9",1
7/15/2023,10001,BNFJY5,710,"2,5",1
7/15/2023,10002,BNFJY5,720,"2,5",1
7/15/2023,10003,BNFJY5,660,"2,5",1
7/15/2023,10004,BNFJY5,590,"2,5",1
7/15/2023,10005,BNFJY5,610,"2,5",1
7/15/2023,10006,BNFJY5,770,"2,5",1
7/15/2023,10007,BNFJY5,630,"2,5",1
7/15/2023,10008,BNFJY5,610,"2,5",1
7/15/2023,10009,BNFJY5,700,"2,5",1
7/15/2023,10010,BNFJY5,610,"2,5",1
7/15/2023,10011,BNFJY5,630,"2,5",1
7/15/2023,10001,DFRHD6,730,"4,5",1
7/15/2023,10002,DFRHD6,620,"4,5",1
7/15/2023,10003,DFRHD6,780,"4,5",1
7/15/2023,10004,DFRHD6,630,"4,5",1
7/15/2023,10005,DFRHD6,640,"4,5",1
7/15/2023,10006,DFRHD6,640,"4,5",1
7/15/2023,10007,DFRHD6,620,"4,5",1
7/15/2023,10008,DFRHD6,510,"4,5",1
7/15/2023,10009,DFRHD6,660,"4,5",1
7/15/2023,10010,DFRHD6,650,"4,5",1
7/15/2023,10011,DFRHD6,740,"4,5",1
7/15/2023,10001,ERKYE7,650,"2,9",1
7/15/2023,10002,ERKYE7,610,"2,9",1
7/15/2023,10003,ERKYE7,540,"2,9",1
7/15/2023,10004,ERKYE7,440,"2,9",1
7/15/2023,10005,ERKYE7,450,"2,9",1
7/15/2023,10006,ERKYE7,600,"2,9",1
7/15/2023,10007,ERKYE7,560,"2,9",1
7/15/2023,10008,ERKYE7,580,"2,9",1
7/15/2023,10009,ERKYE7,570,"2,9",1
7/15/2023,10010,ERKYE7,650,"2,9",1
7/15/2023,10011,ERKYE7,630,"2,9",1
7/15/2023,10001,DWQW8,890,"2,9",1
7/15/2023,10002,DWQW8,760,"2,9",1
7/15/2023,10003,DWQW8,780,"2,9",1
7/15/2023,10004,DWQW8,980,"2,9",1
7/15/2023,10005,DWQW8,1140,"2,9",1
7/15/2023,10006,DWQW8,940,"2,9",1
7/15/2023,10007,DWQW8,1040,"2,9",1
7/15/2023,10008,DWQW8,1020,"2,9",1
7/15/2023,10009,DWQW8,1070,"2,9",1
7/15/2023,10010,DWQW8,640,"2,9",1
7/15/2023,10011,DWQW8,770,"2,9",1
7/15/2023,10001,DFRGV9,600,"4,5",1
7/15/2023,10002,DFRGV9,640,"4,5",1
7/15/2023,10003,DFRGV9,740,"4,5",1
7/15/2023,10004,DFRGV9,740,"4,5",1
7/15/2023,10005,DFRGV9,790,"4,5",1
7/15/2023,10006,DFRGV9,800,"4,5",1
7/15/2023,10007,DFRGV9,650,"4,5",1
7/15/2023,10008,DFRGV9,520,"4,5",1
7/15/2023,10009,DFRGV9,500,"4,5",1
7/15/2023,10010,DFRGV9,600,"4,5",1
7/15/2023,10011,DFRGV9,610,"4,5",1
7/15/2023,10001,WSDCV3,210,"6,5",1
7/15/2023,10002,WSDCV3,220,"6,5",1
7/15/2023,10003,WSDCV3,180,"6,5",1
7/15/2023,10004,WSDCV3,160,"6,5",1
7/15/2023,10005,WSDCV3,170,"6,5",1
7/15/2023,10006,WSDCV3,220,"6,5",1
7/15/2023,10007,WSDCV3,260,"6,5",1
7/15/2023,10008,WSDCV3,110,"6,5",1
7/15/2023,10009,WSDCV3,200,"6,5",1
7/15/2023,10010,WSDCV3,190,"6,5",1
7/15/2023,10011,WSDCV3,200,"6,5",1
7/15/2023,10001,LKUQW1,20,10,1
7/15/2023,10002,LKUQW1,130,10,1
7/15/2023,10003,LKUQW1,60,10,1
7/15/2023,10004,LKUQW1,60,10,1
7/15/2023,10005,LKUQW1,100,10,1
7/15/2023,10006,LKUQW1,100,10,1
7/15/2023,10007,LKUQW1,80,10,1
7/15/2023,10008,LKUQW1,90,10,1
7/15/2023,10009,LKUQW1,80,10,1
7/15/2023,10010,LKUQW1,100,10,1
7/15/2023,10011,LKUQW1,120,10,1
7/15/2023,10001,LKUQW2,150,"7,5",1
7/15/2023,10002,LKUQW2,90,"7,5",1
7/15/2023,10003,LKUQW2,90,"7,5",1
7/15/2023,10004,LKUQW2,60,"7,5",1
7/15/2023,10005,LKUQW2,90,"7,5",1
7/15/2023,10006,LKUQW2,80,"7,5",1
7/15/2023,10007,LKUQW2,90,"7,5",1
7/15/2023,10008,LKUQW2,140,"7,5",1
7/15/2023,10009,LKUQW2,90,"7,5",1
7/15/2023,10010,LKUQW2,110,"7,5",1
7/15/2023,10011,LKUQW2,100,"7,5",1
7/15/2023,10001,ZDSGJ1,60,18,1
7/15/2023,10002,ZDSGJ1,40,18,1
7/15/2023,10003,ZDSGJ1,60,18,1
7/15/2023,10004,ZDSGJ1,30,18,1
7/15/2023,10005,ZDSGJ1,40,18,1
7/15/2023,10006,ZDSGJ1,20,18,1
7/15/2023,10007,ZDSGJ1,40,18,1
7/15/2023,10008,ZDSGJ1,10,18,1
7/15/2023,10009,ZDSGJ1,60,18,1
7/15/2023,10010,ZDSGJ1,40,18,1
7/15/2023,10011,ZDSGJ1,50,18,1
7/15/2023,10001,ZDSGJ2,80,"12,5",1
7/15/2023,10002,ZDSGJ2,70,"12,5",1
7/15/2023,10003,ZDSGJ2,50,"12,5",1
7/15/2023,10004,ZDSGJ2,100,"12,5",1
7/15/2023,10005,ZDSGJ2,50,"12,5",1
7/15/2023,10006,ZDSGJ2,50,"12,5",1
7/15/2023,10007,ZDSGJ2,60,"12,5",1
7/15/2023,10008,ZDSGJ2,10,"12,5",1
7/15/2023,10009,ZDSGJ2,30,"12,5",1
7/15/2023,10010,ZDSGJ2,70,"12,5",1
7/15/2023,10011,ZDSGJ2,50,"12,5",1
7/15/2023,10001,ZDSGJ3,130,"5,5",1
7/15/2023,10002,ZDSGJ3,210,"5,5",1
7/15/2023,10003,ZDSGJ3,90,"5,5",1
7/15/2023,10004,ZDSGJ3,150,"5,5",1
7/15/2023,10005,ZDSGJ3,90,"5,5",1
7/15/2023,10006,ZDSGJ3,120,"5,5",1
7/15/2023,10007,ZDSGJ3,130,"5,5",1
7/15/2023,10008,ZDSGJ3,120,"5,5",1
7/15/2023,10009,ZDSGJ3,80,"5,5",1
7/15/2023,10010,ZDSGJ3,180,"5,5",1
7/15/2023,10011,ZDSGJ3,150,"5,5",1
7/15/2023,10001,ZDSGJ4,140,6,1
7/15/2023,10002,ZDSGJ4,100,6,1
7/15/2023,10003,ZDSGJ4,160,6,1
7/15/2023,10004,ZDSGJ4,70,6,1
7/15/2023,10005,ZDSGJ4,120,6,1
7/15/2023,10006,ZDSGJ4,150,6,1
7/15/2023,10007,ZDSGJ4,150,6,1
7/15/2023,10008,ZDSGJ4,90,6,1
7/15/2023,10009,ZDSGJ4,80,6,1
7/15/2023,10010,ZDSGJ4,60,6,1
7/15/2023,10011,ZDSGJ4,140,6,1
7/15/2023,10001,VBFGT1,40,12,1
7/15/2023,10002,VBFGT1,50,12,1
7/15/2023,10003,VBFGT1,30,12,1
7/15/2023,10004,VBFGT1,30,12,1
7/15/2023,10005,VBFGT1,40,12,1
7/15/2023,10006,VBFGT1,10,12,1
7/15/2023,10007,VBFGT1,60,12,1
7/15/2023,10008,VBFGT1,50,12,1
7/15/2023,10009,VBFGT1,40,12,1
7/15/2023,10010,VBFGT1,30,12,1
7/15/2023,10011,VBFGT1,80,12,1
7/15/2023,10001,VBFGT2,40,18,1
7/15/2023,10002,VBFGT2,30,18,1
7/15/2023,10003,VBFGT2,40,18,1
7/15/2023,10004,VBFGT2,60,18,1
7/15/2023,10005,VBFGT2,20,18,1
7/15/2023,10006,VBFGT2,30,18,1
7/15/2023,10007,VBFGT2,10,18,1
7/15/2023,10008,VBFGT2,40,18,1
7/15/2023,10009,VBFGT2,70,18,1
7/15/2023,10010,VBFGT2,50,18,1
7/15/2023,10011,VBFGT2,20,18,1
7/15/2023,10001,SQFCJ1,60,"8,5",1
7/15/2023,10002,SQFCJ1,170,"8,5",1
7/15/2023,10003,SQFCJ1,130,"8,5",1
7/15/2023,10004,SQFCJ1,70,"8,5",1
7/15/2023,10005,SQFCJ1,60,"8,5",1
7/15/2023,10006,SQFCJ1,100,"8,5",1
7/15/2023,10007,SQFCJ1,100,"8,5",1
7/15/2023,10008,SQFCJ1,100,"8,5",1
7/15/2023,10009,SQFCJ1,140,"8,5",1
7/15/2023,10010,SQFCJ1,90,"8,5",1
7/15/2023,10011,SQFCJ1,90,"8,5",1
7/15/2023,10001,SQFCJ2,120,"5,5",1
7/15/2023,10002,SQFCJ2,190,"5,5",1
7/15/2023,10003,SQFCJ2,110,"5,5",1
7/15/2023,10004,SQFCJ2,110,"5,5",1
7/15/2023,10005,SQFCJ2,120,"5,5",1
7/15/2023,10006,SQFCJ2,110,"5,5",1
7/15/2023,10007,SQFCJ2,140,"5,5",1
7/15/2023,10008,SQFCJ2,140,"5,5",1
7/15/2023,10009,SQFCJ2,90,"5,5",1
7/15/2023,10010,SQFCJ2,40,"5,5",1
7/15/2023,10011,SQFCJ2,100,"5,5",1
7/15/2023,10001,SQFCJ3,40,12,1
7/15/2023,10002,SQFCJ3,90,12,1
7/15/2023,10003,SQFCJ3,130,12,1
7/15/2023,10004,SQFCJ3,70,12,1
7/15/2023,10005,SQFCJ3,70,12,1
7/15/2023,10006,SQFCJ3,80,12,1
7/15/2023,10007,SQFCJ3,90,12,1
7/15/2023,10008,SQFCJ3,70,12,1
7/15/2023,10009,SQFCJ3,50,12,1
7/15/2023,10010,SQFCJ3,50,12,1
7/15/2023,10011,SQFCJ3,110,12,1
